order_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating,restaurant_id,restaurant_name,city,area,cuisine,avg_rating,total_ratings,price_range,delivery_available
a1647102,f469d5b8,2024-08-14,0:57,47,235.77,6,"Credit Card",4.6,eb174c1f,Restaurant_69,Mumbai,Area_A,Thai,2.5,484,Medium,Yes
9343099e,20df0cba,2024-10-16,1:59,23,504.83,10,COD,4.7,8d06cc24,Restaurant_141,Delhi,Area_D,Thai,4.8,4957,High,Yes
a38384f6,9ffe6248,2024-03-11,2:29,66,913.38,1,"Net Banking",2.9,49d9a0f2,Restaurant_324,Bangalore,Area_E,Chinese,3.3,1907,Low,No
49cfd04d,f3d4ead0,2024-06-27,3:15,65,1544.09,4,Wallet,2.6,62249dbf,Restaurant_337,Kolkata,Area_A,Italian,4.5,2651,Medium,Yes
ec2a169a,7ecf9419,2024-08-22,21:17,50,1958.74,8,Wallet,3.7,ee9f310d,Restaurant_231,Mumbai,Area_C,Mexican,4.9,1313,Medium,Yes
97d0cccd,18292ac0,2024-11-13,8:20,29,742.57,7,"Net Banking",3.5,dd2f2051,Restaurant_435,Kolkata,Area_D,Chinese,2.7,3935,Low,Yes
73415eeb,b3d766b6,2024-09-15,19:34,20,638.23,3,UPI,1.3,ea525a43,Restaurant_394,Kolkata,Area_D,Indian,4,3021,Low,No
151b16ca,962efdbd,2024-06-15,14:49,65,851.93,2,COD,4.7,7421de9a,Restaurant_119,Kolkata,Area_B,Chinese,3.7,2362,Medium,No
add32980,b9a2a9a6,2024-04-28,16:08,79,344.62,2,COD,4.2,cb90b2ce,Restaurant_354,Mumbai,Area_E,Indian,4.3,2213,High,Yes
76fa83a5,6e8d697f,2024-09-22,14:40,26,1015.29,8,Wallet,2.1,242460cc,Restaurant_256,Mumbai,Area_B,Indian,3.9,2197,Low,No
a47997b1,a41e9662,2024-08-19,5:50,58,1564.91,2,"Credit Card",4.8,674dfaa6,Restaurant_227,Chennai,Area_E,Italian,3.5,1049,Medium,No
ebd1d581,37b68bc0,2024-08-27,20:45,74,250.01,5,UPI,1.6,75c47f5f,Restaurant_143,Mumbai,Area_B,Chinese,3.1,3460,High,No
66b80e5d,5e8ea34f,2024-04-12,2:05,42,944.33,2,"Credit Card",4.4,2f6d7840,Restaurant_104,Kolkata,Area_C,Chinese,4.8,1428,High,Yes
e79c084d,a520e3ed,2024-11-25,22:31,60,1146.19,9,"Net Banking",1.5,a961a847,Restaurant_183,Kolkata,Area_C,Thai,4,4835,Medium,No
65929fe2,a26f010d,2024-11-12,20:55,60,200.76,9,COD,5,537b38f9,Restaurant_168,Chennai,Area_B,Mexican,3,3110,High,Yes
c43029a2,bcb0af16,2024-04-05,2:20,16,998.02,1,"Credit Card",4.9,951b096d,Restaurant_82,Chennai,Area_A,Chinese,4.4,1232,Low,Yes
2.38E+58,5bb18c32,2024-10-03,13:05,56,417.89,2,COD,2.4,bbd3019c,Restaurant_489,Delhi,Area_E,Indian,3.4,3895,Medium,Yes
d1526fb8,63ed5fd4,2024-03-28,23:08,90,641.96,7,COD,4.4,26db3a08,Restaurant_136,Delhi,Area_A,Italian,4.7,4760,High,Yes
1ad2c9e0,a88641ca,2024-05-17,9:42,27,234.46,6,"Net Banking",2.7,991915d7,Restaurant_165,Bangalore,Area_B,Italian,2.7,1473,Low,No
91ad3a0c,cadd37fd,2024-08-20,0:07,74,1855.92,5,COD,3.3,fb67202e,Restaurant_411,Bangalore,Area_A,Italian,4.9,3081,Medium,Yes
8193ebdb,a2cd81a1,2024-03-21,21:47,71,1129.2,7,"Net Banking",2.5,b7445b6d,Restaurant_84,Chennai,Area_E,Thai,4,429,Medium,No
8e6a3ed0,34de1615,2024-02-10,10:20,90,1138.14,4,UPI,2.5,49d9a0f2,Restaurant_324,Bangalore,Area_E,Chinese,3.3,1907,Low,No
36ece9d2,5517effe,2024-03-25,15:01,75,1595.89,3,COD,4.6,f146994a,Restaurant_483,Kolkata,Area_A,Indian,4.3,4202,Medium,No
9b653457,2c7ec4f0,2024-03-28,13:55,40,607.5,6,Wallet,2.4,eb6fce5b,Restaurant_356,Kolkata,Area_A,Chinese,3.3,4660,Low,No
f9262afb,d7cbcda6,2024-11-04,10:32,82,1874.58,6,"Net Banking",3.2,5eafb4ee,Restaurant_247,Bangalore,Area_A,Italian,4.7,309,High,Yes
0993f74c,d0e8fbc2,2024-11-07,4:09,90,636.43,8,COD,4.8,179a3485,Restaurant_414,Mumbai,Area_A,Mexican,2.9,783,Medium,No
7a9ebaa5,33afc5b2,2024-06-01,16:00,83,335.48,1,Wallet,1.5,fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes
a17333a8,f3d9746b,2024-01-24,3:54,34,281.58,5,"Credit Card",2,1c45fac8,Restaurant_283,Kolkata,Area_B,Thai,4.1,3805,Low,Yes
f165e212,139e0ad5,2024-12-14,0:32,62,760.98,7,COD,4.9,aa054739,Restaurant_85,Kolkata,Area_E,Italian,5,362,Medium,No
9dca8c9d,d79cb804,2024-03-18,21:37,36,1604.01,6,"Credit Card",3.8,dde6dac9,Restaurant_94,Mumbai,Area_D,Chinese,3.8,796,Low,Yes
de809c35,31b6a807,2024-12-21,4:25,81,406.54,1,UPI,3.4,81aa2acc,Restaurant_478,Kolkata,Area_B,Chinese,3.8,3740,Medium,Yes
e84b4516,521f84be,2024-06-23,4:29,46,1929.44,2,"Credit Card",3.7,9fffa8c9,Restaurant_139,Chennai,Area_A,Thai,3.2,1162,High,No
c8121f34,ba182842,2024-04-21,8:18,21,100.98,8,"Credit Card",1.2,71af43be,Restaurant_97,Delhi,Area_E,Thai,4.2,604,Low,No
019cf758,0c4a35ee,2024-12-15,4:06,40,1896.08,8,"Credit Card",3.5,3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes
d8c56f60,a9eab786,2024-01-19,16:17,32,1529.38,2,UPI,2.6,15626d86,Restaurant_309,Delhi,Area_C,Thai,4.3,227,Low,Yes
5da16ea5,bad7631c,2024-11-16,0:55,32,896.19,1,"Credit Card",2.4,84e6c455,Restaurant_138,Bangalore,Area_B,Chinese,3.1,1616,Low,Yes
de6fdc9e,d6469936,2024-12-12,18:42,89,1449.27,7,Wallet,2.5,eb6fce5b,Restaurant_356,Kolkata,Area_A,Chinese,3.3,4660,Low,No
80e7dd6e,c413cca1,2024-11-15,13:28,49,1274.92,7,"Credit Card",4.3,abc00ee0,Restaurant_87,Bangalore,Area_A,Italian,3.9,4928,High,No
73509750,cd0e39f1,2024-10-25,2:44,73,175.73,2,"Net Banking",1.8,cd2a813f,Restaurant_456,Delhi,Area_D,Italian,4,1301,High,Yes
5f3f5286,ccdb85db,2024-02-10,1:41,63,1548.83,3,Wallet,1.8,dddddf29,Restaurant_180,Kolkata,Area_D,Chinese,2.7,3242,Medium,Yes
3f7f6d83,6586141,2024-07-09,6:20,29,1733.61,8,"Credit Card",4.2,bd3013d9,Restaurant_253,Mumbai,Area_D,Thai,4,3374,Medium,No
7c22280f,60675c69,2024-09-10,15:21,78,297.71,1,UPI,3.3,a80c0410,Restaurant_135,Kolkata,Area_A,Chinese,3.6,3389,High,No
1e379692,5ba4e78e,2024-08-23,12:21,54,1656.59,6,COD,1.3,5b2f1c9a,Restaurant_498,Kolkata,Area_A,Chinese,4.7,1844,Low,No
c8017551,f31aa357,2024-03-27,21:47,24,1118.65,6,COD,1.3,3988bf2c,Restaurant_162,Delhi,Area_E,Italian,4.9,2222,Medium,No
0a4a120b,766d07ea,2024-06-19,19:35,63,397.06,9,"Net Banking",4.4,8a11d347,Restaurant_112,Bangalore,Area_A,Thai,3.9,3041,Low,Yes
1148c6b8,1e31105d,2024-09-25,13:44,51,526.92,1,COD,4.1,7cd438d2,Restaurant_482,Kolkata,Area_D,Chinese,4.1,3285,High,No
d8483324,133f42dd,2024-07-27,8:14,74,972.93,10,COD,4.7,ea525a43,Restaurant_394,Kolkata,Area_D,Indian,4,3021,Low,No
2085981c,5251266d,2024-07-20,22:20,67,1767.62,5,Wallet,2.8,ce8f2030,Restaurant_307,Delhi,Area_C,Italian,3.5,2995,High,Yes
d7ac973f,cf452a7f,2024-04-25,15:32,78,1020.73,5,"Credit Card",4.1,404f0685,Restaurant_239,Mumbai,Area_E,Italian,3.7,327,Medium,Yes
ca9b7beb,40c09a96,2024-02-04,13:11,52,297.24,10,UPI,3.7,bf2eb8e4,Restaurant_306,Delhi,Area_B,Indian,3.5,3314,Low,Yes
f6537c93,9b3d04a9,2024-09-17,5:59,46,528.07,5,"Credit Card",2.9,f6a4fedc,Restaurant_368,Mumbai,Area_C,Thai,2.5,2663,Medium,No
328f1721,828c7848,2024-07-26,8:28,73,1254.11,1,"Net Banking",4.3,bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No
bad211d0,e514b8db,2024-11-13,20:26,51,1267.23,4,"Credit Card",2.2,67a95931,Restaurant_46,Bangalore,Area_B,Thai,5,1912,High,No
9de99df6,8ade3862,2024-02-05,16:59,80,256.5,8,"Credit Card",1.6,10504ca1,Restaurant_426,Kolkata,Area_B,Mexican,4.4,1400,Low,No
a54dd5c1,3e550da7,2024-09-19,19:30,64,468.58,6,UPI,1,77f59689,Restaurant_467,Delhi,Area_A,Mexican,4.5,2341,Low,No
a32bc45c,f18748e8,2024-04-25,15:49,43,686.55,7,"Credit Card",4.3,83c9c7f5,Restaurant_436,Mumbai,Area_A,Italian,3.5,813,High,Yes
ef46a04c,891997f7,2024-06-10,7:43,82,1969.77,7,COD,3.6,a59b82a8,Restaurant_197,Delhi,Area_D,Italian,3.5,3967,Low,No
7bece8b1,a079b975,2024-08-16,2:43,81,1684.55,9,"Credit Card",2.1,b96de83c,Restaurant_345,Mumbai,Area_A,Italian,3.1,4744,Low,No
57322bb0,b7b2756b,2024-07-08,22:14,47,589.74,8,COD,3.5,3131321b,Restaurant_308,Delhi,Area_D,Chinese,2.7,792,Medium,Yes
dd702488,5b93d061,2024-05-24,15:46,88,1085.28,4,"Net Banking",3.4,a05e429d,Restaurant_83,Kolkata,Area_C,Thai,4.4,1822,Low,Yes
5879560a,c939be5a,2024-11-15,6:16,86,583.91,7,"Net Banking",3.5,368c8202,Restaurant_493,Chennai,Area_B,Italian,2.6,1957,High,Yes
857a9dee,979745a1,2024-01-08,20:01,81,338.57,4,"Net Banking",2.9,733a1a91,Restaurant_223,Bangalore,Area_A,Chinese,4.7,3518,Low,No
c15e600b,e039e203,2024-11-11,2:28,38,1352.28,7,Wallet,4.2,a51eaacf,Restaurant_126,Bangalore,Area_E,Thai,2.7,2832,Low,No
d4b21e94,6877ab29,2024-10-20,10:32,50,1547.26,4,Wallet,1.5,8f988f4e,Restaurant_244,Mumbai,Area_C,Chinese,4.7,1746,High,Yes
093edc85,8f6d5424,2024-04-28,19:46,20,1543.05,3,COD,4.5,1935fe99,Restaurant_342,Chennai,Area_C,Indian,2.8,1259,High,No
f35c51cf,33898721,2024-12-21,8:31,63,1613.33,5,COD,1.7,d4eb642a,Restaurant_52,Kolkata,Area_C,Chinese,2.5,4944,Low,Yes
29eb94e6,52313503,2024-03-26,4:51,16,1417.75,5,Wallet,1.5,d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No
509f52a0,b13cc03c,2024-09-14,14:47,25,280.31,5,UPI,2.4,c1f112de,Restaurant_144,Chennai,Area_C,Indian,3.1,1042,High,No
580a9fef,f4e6abf3,2024-09-21,12:47,84,1592.87,7,UPI,2.6,75c47f5f,Restaurant_143,Mumbai,Area_B,Chinese,3.1,3460,High,No
36b7d1df,8.31E+12,2024-07-20,11:47,37,461.11,10,COD,2.7,4b7d8a2a,Restaurant_154,Bangalore,Area_E,Italian,3.1,4354,Low,No
40df7d9f,1a93c1bc,2024-08-17,10:56,17,1745.64,9,Wallet,3.5,e2cb1c1a,Restaurant_377,Chennai,Area_C,Italian,3,2437,Low,Yes
23dde920,e52e4002,2024-02-05,18:44,44,1197.13,9,Wallet,3.8,59b862ed,Restaurant_341,Bangalore,Area_B,Mexican,3.6,800,Low,Yes
0ffd9b5b,f5fbbb00,2024-08-05,4:41,69,1013.48,10,Wallet,1.6,a726efd4,Restaurant_459,Bangalore,Area_D,Thai,3.5,859,Low,Yes
a9fa89b8,482d0db7,2024-09-03,19:08,70,1082.73,1,"Credit Card",3.5,2c3d36ef,Restaurant_317,Chennai,Area_A,Indian,3.2,4301,High,Yes
ecbe4478,5b708a40,2024-11-13,4:15,90,1618.95,9,Wallet,2.7,bbd3019c,Restaurant_489,Delhi,Area_E,Indian,3.4,3895,Medium,Yes
cda3b3b8,63d0378a,2024-02-12,7:44,25,1324.86,7,COD,1.7,0fd878e4,Restaurant_296,Delhi,Area_C,Thai,2.7,3605,High,Yes
756be1b7,101ddf3d,2024-08-27,2:11,43,1549.28,3,Wallet,2.7,c230886a,Restaurant_269,Bangalore,Area_A,Italian,4.7,2186,Medium,No
1eabc084,c9f46e28,2024-11-23,20:13,78,1789.63,1,UPI,4.6,42142ee5,Restaurant_311,Mumbai,Area_D,Mexican,3.8,2226,High,Yes
70940187,be9e6af1,2024-04-22,16:57,82,1896.35,10,Wallet,2.1,9bff4316,Restaurant_95,Bangalore,Area_D,Indian,2.7,3241,Low,Yes
532df88e,0cc802a2,2024-10-25,20:14,83,942.02,10,Wallet,2.4,9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes
c518aa57,08c05802,2024-08-04,23:07,18,1548.14,7,UPI,3,d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No
2634b45b,26e005a5,2024-08-01,5:54,26,759.17,1,UPI,3.6,4622bca4,Restaurant_32,Chennai,Area_D,Chinese,4.3,1236,High,No
f9535032,afa4c48f,2024-11-10,9:20,84,112.81,5,"Net Banking",2.4,c00f73d6,Restaurant_188,Kolkata,Area_A,Italian,2.8,1821,Low,Yes
17eb544b,fe10288d,2024-04-20,12:41,61,912.03,8,COD,4.2,da6baa40,Restaurant_114,Mumbai,Area_E,Italian,3.1,1339,Low,Yes
0b9ffe94,9074a0b1,2024-06-01,15:16,33,1574.93,3,COD,1.7,1c54225b,Restaurant_281,Mumbai,Area_B,Italian,3.8,2410,Medium,Yes
695a5213,db26772b,2024-08-06,19:27,47,467.5,3,UPI,4,fa055ed4,Restaurant_203,Mumbai,Area_A,Thai,3.6,1911,Low,Yes
6606b895,f1d80850,2024-03-24,6:05,25,1921.63,9,Wallet,4.8,64003853,Restaurant_11,Bangalore,Area_D,Italian,3.1,2915,Low,No
f57ce91c,4843b261,2024-10-26,15:17,36,126.7,1,"Credit Card",2.9,032e886d,Restaurant_363,Bangalore,Area_B,Mexican,3.8,369,Medium,Yes
70579daf,c58e8258,2024-09-08,21:56,28,1434.95,10,UPI,3.2,b7d188df,Restaurant_194,Bangalore,Area_B,Italian,3,2570,Low,Yes
d17aa833,f48a9c63,2024-03-09,13:19,31,1426.24,2,COD,4.2,fc6028ff,Restaurant_206,Bangalore,Area_B,Chinese,2.9,4044,High,No
096ef80c,353c3aed,2024-03-12,8:03,87,768.49,9,COD,4.8,55c18a95,Restaurant_360,Delhi,Area_E,Indian,2.7,191,High,Yes
1e3f4a98,2a728dd0,2024-01-20,8:58,90,1172.79,4,"Net Banking",4.1,fb67202e,Restaurant_411,Bangalore,Area_A,Italian,4.9,3081,Medium,Yes
e8fe75c2,7fefbd31,2024-03-20,9:29,67,891.64,5,UPI,3.6,79e303d1,Restaurant_248,Chennai,Area_D,Indian,4.5,216,High,No
94727db0,4c7538c6,2024-05-24,0:33,28,1599.46,10,COD,2.2,ea525a43,Restaurant_394,Kolkata,Area_D,Indian,4,3021,Low,No
16f84594,5262e957,2024-07-17,17:45,67,1807.04,9,"Credit Card",1.2,ccb7be4e,Restaurant_469,Kolkata,Area_E,Italian,4.5,3725,Low,Yes
b1226ac0,c8a0d246,2024-11-03,6:16,58,1064.86,3,UPI,1.9,dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No
7922ba1d,e68ca43f,2024-10-20,10:03,45,496.31,10,"Credit Card",1.3,c71efa45,Restaurant_120,Mumbai,Area_C,Chinese,4.3,2859,Medium,No
4368ff4e,a46ad963,2024-03-23,18:13,30,1691.53,1,"Net Banking",1.2,9abef4df,Restaurant_77,Chennai,Area_A,Italian,3.2,4158,Medium,No
7134c1d2,f32e99e7,2024-05-09,14:05,16,565.48,8,UPI,1.1,4d8c2e99,Restaurant_472,Bangalore,Area_B,Chinese,3.8,4525,High,Yes
bd382dca,791a7f9e,2024-08-01,5:27,25,1767.37,1,Wallet,3.7,51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes
59f9a730,fc6d3089,2024-11-03,7:24,16,1059.25,10,UPI,4.1,4e9bfa3e,Restaurant_226,Chennai,Area_D,Thai,3.8,3113,Low,Yes
a99da0e5,b01998b8,2024-03-12,22:43,44,860.9,1,UPI,3.6,2.74E+12,Restaurant_51,Chennai,Area_C,Mexican,3.8,2655,Medium,Yes
27e436a0,6a6e66fb,2024-09-17,1:54,68,1418.62,7,Wallet,3.8,9f137e8a,Restaurant_404,Bangalore,Area_B,Italian,4.2,851,High,Yes
1970f2cc,39aa449a,2024-07-03,23:51,17,766.18,9,UPI,4.2,3b052e56,Restaurant_106,Kolkata,Area_C,Thai,3.5,315,Low,Yes
53550dbb,45037f9e,2024-06-05,15:43,56,1050.63,8,UPI,2.7,71764226,Restaurant_434,Mumbai,Area_E,Italian,2.9,505,Low,No
3537b5fa,a89be24e,2024-05-23,13:31,69,1915.03,2,"Net Banking",1.2,ea525a43,Restaurant_394,Kolkata,Area_D,Indian,4,3021,Low,No
69eab47f,ad5d17a3,2024-04-03,1:23,50,1284.26,9,Wallet,4.1,f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes
39576cd5,c94375cf,2024-10-09,6:18,54,1911.04,5,Wallet,4.1,2bf57503,Restaurant_255,Chennai,Area_A,Indian,3.5,4108,Low,Yes
449fb4a6,8c21fc45,2024-06-15,2:02,21,1230.78,4,COD,4.8,8a592a8a,Restaurant_121,Chennai,Area_D,Italian,3.2,3440,High,No
ad9705b2,419ac920,2024-09-01,21:46,64,542.2,2,"Net Banking",4,df911fc2,Restaurant_362,Bangalore,Area_B,Indian,4.6,2865,Medium,No
28746ea2,e058eeab,2024-04-19,15:46,15,1602.1,8,COD,3.8,52758fa7,Restaurant_233,Bangalore,Area_D,Indian,2.7,3706,Low,Yes
096ab5f2,0402e375,2024-03-10,16:12,80,1525.86,3,COD,4.2,14fc6669,Restaurant_423,Mumbai,Area_D,Indian,3.7,2754,High,Yes
891c3a90,a26a0d94,2024-12-18,18:55,15,1982.97,7,Wallet,4.1,59e6659c,Restaurant_442,Delhi,Area_C,Indian,4.2,2624,Medium,Yes
2e12c3d1,04e23054,2024-07-22,5:36,75,1033.57,9,"Net Banking",3.6,49c4ff0d,Restaurant_372,Delhi,Area_D,Italian,2.6,3231,Medium,Yes
b3862472,27d0f046,2024-08-16,7:33,38,448.3,2,"Credit Card",4.9,e224a5ea,Restaurant_240,Mumbai,Area_A,Mexican,5,2978,High,No
a2870762,fcfbf131,2024-08-17,4:19,38,151.32,9,"Credit Card",1.7,d9c56a1e,Restaurant_18,Kolkata,Area_D,Indian,4.4,752,Low,No
e1a549e4,24394b2f,2024-07-12,8:49,39,1957.69,6,"Net Banking",3.9,2c3cc546,Restaurant_430,Mumbai,Area_B,Mexican,3.7,161,High,No
9ce0a155,9061b1df,2024-03-21,14:00,71,1582.27,7,Wallet,4.3,24ada0ba,Restaurant_115,Chennai,Area_D,Chinese,4.8,4236,Low,No
9373052,349f094b,2024-02-05,5:06,30,1121.43,3,COD,4.3,405ed20c,Restaurant_145,Chennai,Area_A,Indian,4.1,3397,Low,Yes
43b3a3bd,f3b7b481,2024-10-12,16:54,18,1481.54,2,UPI,2.7,8b12bcad,Restaurant_406,Chennai,Area_C,Italian,3.9,4142,Medium,No
0bc89079,361a58e0,2024-10-14,0:24,20,121.55,2,"Net Banking",4.1,100a811e,Restaurant_103,Kolkata,Area_C,Mexican,3.4,3920,Low,No
fcabb297,74fd6894,2024-07-22,6:15,79,1380.4,4,UPI,4.1,502053dd,Restaurant_343,Bangalore,Area_B,Thai,4.2,3264,Low,No
c3381e53,119d61cd,2024-03-27,10:06,79,993.62,7,COD,4.3,b28ed1b8,Restaurant_355,Kolkata,Area_E,Italian,3.6,909,Medium,Yes
e5a0aa9d,7f9d14b1,2024-09-26,12:20,32,386.14,1,Wallet,4,5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No
28019310,24a98a27,2024-08-22,21:21,41,603.25,6,UPI,1.5,19eb698a,Restaurant_381,Chennai,Area_B,Mexican,3.4,427,Low,No
0c3b0168,b2f42876,2024-09-01,21:20,37,1568.01,6,COD,1.5,02b6d096,Restaurant_157,Kolkata,Area_A,Indian,2.9,3845,High,Yes
2659e386,59a36023,2024-11-26,13:40,53,907.75,1,UPI,1.4,8180e6e2,Restaurant_133,Delhi,Area_D,Chinese,3.2,4448,Medium,Yes
69095c0e,18a4d717,2024-08-27,18:44,29,737.91,6,COD,3.7,df911fc2,Restaurant_362,Bangalore,Area_B,Indian,4.6,2865,Medium,No
a7ecbb58,ee0be69e,2024-02-24,6:42,76,1267.71,2,"Credit Card",2.8,84e6c455,Restaurant_138,Bangalore,Area_B,Chinese,3.1,1616,Low,Yes
4a7ef7ca,afa95b27,2024-03-27,4:51,21,1865.08,7,COD,4.7,2c3cc546,Restaurant_430,Mumbai,Area_B,Mexican,3.7,161,High,No
2b09d252,3aa9b824,2024-08-19,19:32,62,751.26,3,UPI,2.6,cdc4d7ec,Restaurant_385,Delhi,Area_D,Mexican,5,864,Low,Yes
9b69cf52,1b082e19,2024-11-19,20:03,62,1849.55,8,COD,1.9,f39c0c05,Restaurant_99,Kolkata,Area_B,Thai,4.6,4274,High,Yes
7f02495e,84d432e2,2024-04-09,11:33,77,877.69,8,Wallet,3.3,bd3013d9,Restaurant_253,Mumbai,Area_D,Thai,4,3374,Medium,No
57363c96,62fa6ad0,2024-03-25,1:09,90,916.73,9,COD,3.3,5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No
9fd4adbf,d5971dcf,2024-12-22,12:18,36,1446.83,5,COD,1.8,5eafb4ee,Restaurant_247,Bangalore,Area_A,Italian,4.7,309,High,Yes
c5105a5d,7216e671,2024-02-27,1:13,28,752.56,7,"Credit Card",2.4,ce8f2030,Restaurant_307,Delhi,Area_C,Italian,3.5,2995,High,Yes
78677c1d,84211b7f,2024-08-24,8:21,16,1549.09,5,Wallet,4.9,59e6659c,Restaurant_442,Delhi,Area_C,Indian,4.2,2624,Medium,Yes
1ee0fabd,8ab0e353,2024-12-13,4:22,57,1172.73,8,UPI,3.4,2c3cc546,Restaurant_430,Mumbai,Area_B,Mexican,3.7,161,High,No
eac9a32a,32378b08,2024-09-01,8:33,53,1694.11,8,"Net Banking",3.8,b7d188df,Restaurant_194,Bangalore,Area_B,Italian,3,2570,Low,Yes
c050ebdb,412a3f9d,2024-02-14,7:08,87,937.84,10,COD,3.3,8f988f4e,Restaurant_244,Mumbai,Area_C,Chinese,4.7,1746,High,Yes
4afc6d6d,692e134c,2024-04-23,3:33,28,1535.16,5,Wallet,3,ab27a46b,Restaurant_302,Bangalore,Area_A,Chinese,4.7,2260,Medium,Yes
6172c54c,b75e1e8c,2024-02-03,15:53,23,1316.57,7,"Credit Card",3.3,674dfaa6,Restaurant_227,Chennai,Area_E,Italian,3.5,1049,Medium,No
6373649c,1998c41f,2024-11-27,15:33,41,753.43,6,"Credit Card",3.5,fd976e0e,Restaurant_219,Delhi,Area_E,Indian,3.5,1653,Medium,No
3d72cee6,6bef0cb0,2024-02-27,20:21,36,1181.74,7,"Net Banking",4,02b6d096,Restaurant_157,Kolkata,Area_A,Indian,2.9,3845,High,Yes
9.70E+06,ebde0167,2024-11-17,13:24,35,503.91,1,UPI,4.5,fcd19837,Restaurant_184,Kolkata,Area_B,Thai,2.9,4456,Low,No
cbaad427,984ba6b9,2024-11-15,21:52,19,1925.66,1,"Net Banking",1.4,2c501d10,Restaurant_246,Mumbai,Area_C,Indian,3,4064,Low,Yes
191bf969,33d9adc3,2024-02-15,17:35,55,724.05,7,Wallet,4.6,0e7248ea,Restaurant_295,Delhi,Area_C,Thai,4.4,2482,High,No
4c24c330,02bcecf4,2024-04-16,21:28,77,1710.05,6,"Net Banking",3.1,e11f3ddf,Restaurant_263,Bangalore,Area_B,Mexican,3.6,786,Medium,Yes
6fa74522,1c9f5267,2024-01-13,6:00,38,1777.82,9,Wallet,3.6,f146994a,Restaurant_483,Kolkata,Area_A,Indian,4.3,4202,Medium,No
8aa32595,662beda1,2024-04-18,2:02,61,1053.77,2,COD,3.2,b62af499,Restaurant_453,Mumbai,Area_E,Italian,2.8,902,Low,Yes
7a014079,7b5c8b9e,2024-10-05,5:31,21,1879.84,7,"Credit Card",2,ab27a46b,Restaurant_302,Bangalore,Area_A,Chinese,4.7,2260,Medium,Yes
47b61cab,963f8ec0,2024-01-10,21:02,39,199.27,8,Wallet,2.4,c1f72d98,Restaurant_125,Chennai,Area_A,Chinese,3.6,3130,Low,No
7ad808dd,c3c395b5,2024-03-02,1:36,69,1046.55,5,"Credit Card",3.4,8a11d347,Restaurant_112,Bangalore,Area_A,Thai,3.9,3041,Low,Yes
37c09269,3f37f417,2024-05-14,9:08,72,880.52,7,Wallet,4.4,f6a4fedc,Restaurant_368,Mumbai,Area_C,Thai,2.5,2663,Medium,No
b99c6b08,3612cacb,2024-09-24,10:11,79,500.49,4,"Credit Card",1.2,0f558c3e,Restaurant_215,Bangalore,Area_A,Indian,4.8,4634,High,No
b65da0cd,c0eb33f0,2024-02-28,11:24,84,1244.6,7,COD,2.7,2a6752ed,Restaurant_152,Delhi,Area_D,Mexican,4,4705,Low,No
c85cef6e,15eaed43,2024-09-13,12:25,67,137.89,6,"Credit Card",4,c867f4c3,Restaurant_326,Delhi,Area_D,Chinese,3.1,1320,Low,Yes
be9db407,42253056,2024-06-26,19:15,40,962.13,2,COD,2.6,60ebcd14,Restaurant_416,Delhi,Area_B,Indian,2.9,2148,High,No
cee29f7a,83cc82b3,2024-11-12,0:51,16,1038.5,4,"Net Banking",4.1,ec9059b5,Restaurant_288,Bangalore,Area_D,Chinese,4.1,4259,Low,Yes
bad78a7e,58ea35ca,2024-10-09,3:54,55,1713.64,6,Wallet,2.3,da6baa40,Restaurant_114,Mumbai,Area_E,Italian,3.1,1339,Low,Yes
3e4c131e,a3560b99,2024-03-18,3:14,85,1478.45,3,UPI,4.3,9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No
8e531de3,d2c08462,2024-05-19,8:43,62,1174.55,6,UPI,2.2,d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No
475166c3,e6e8146c,2024-03-26,21:58,32,542.79,4,"Credit Card",2.2,1935fe99,Restaurant_342,Chennai,Area_C,Indian,2.8,1259,High,No
81dfd1f9,6b56c53f,2024-02-14,20:32,53,274.4,8,UPI,4.7,2fb269f9,Restaurant_245,Delhi,Area_E,Indian,3.9,1135,High,No
952f248a,68e63b6d,2024-09-17,17:06,19,1022.58,9,UPI,2.3,bbd3019c,Restaurant_489,Delhi,Area_E,Indian,3.4,3895,Medium,Yes
d45209cc,df4ef707,2024-10-22,17:57,17,370.6,5,COD,3.2,dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No
